Index,Num_c,SMILES,CID,IUPACName,MolecularWeight,Volume3D,HeavyAtomCount,Charge,TPSA,XLogP,Complexity,RotatableBondCount,EffectiveRotorCount3D,HBondDonorCount,HBondAcceptorCount,XStericQuadrupole3D,YStericQuadrupole3D,ZStericQuadrupole3D,FeatureCationCount3D,FeatureHydrophobeCount3D,ConformerCount3D,ConformerModelRMSD3D
128,16,CCCCCCCCCC[N+](CC)(CC)CC,9835339,decyl(triethyl)azanium,242.46,221.7,17,1,0,5.9,141,12,12.0,0,0,22.36,1.35,1.26,1.0,1.0,10,1.0
129,16,CCCCCCCCC[N+](C)(C)CCCCC,87493818,dimethyl-nonyl-pentylazanium,242.46,224.8,17,1,0,6.0,152,12,12.0,0,0,23.54,2.45,0.81,1.0,2.0,10,1.2
130,16,CCCCCCCCC[N+](C)(CC)CCCC,159414620,butyl-ethyl-methyl-nonylazanium,242.46,222.5,17,1,0,5.9,156,12,12.0,0,0,13.4,2.92,1.48,1.0,2.0,10,1.2
133,16,CCCCCCCC[N+](C)(C)CCCCCC,44630345,hexyl-dimethyl-octylazanium,242.46,224.6,17,1,0,6.0,152,12,12.0,0,0,22.06,2.79,0.83,1.0,5.0,10,1.2
134,16,CCCCCCCC[N+](C)(CC)CCCCC,123637971,ethyl-methyl-octyl-pentylazanium,242.46,223.1,17,1,0,5.9,156,12,12.0,0,0,18.99,2.62,1.03,1.0,4.0,10,1.2
135,16,CCCCCCCC[N+](C)(CCC)CCCC,141640656,butyl-methyl-octyl-propylazanium,242.46,222.6,17,1,0,5.8,156,12,12.0,0,0,11.35,3.52,1.9,1.0,5.0,10,1.2
136,16,CCCCCCCC[N+](CC)(CC)CCCC,127262847,butyl-diethyl-octylazanium,242.46,221.3,17,1,0,5.7,150,12,12.0,0,0,13.74,3.32,1.27,1.0,4.0,10,1.0
138,16,CCCCCCC[N+](C)(C)CCCCCCC,17912687,diheptyl(dimethyl)azanium,242.46,224.6,17,1,0,6.0,136,12,12.0,0,0,14.95,5.43,0.92,1.0,4.0,10,1.2
139,16,CCCCCCC[N+](C)(CC)CCCCCC,175528723,ethyl-heptyl-hexyl-methylazanium,242.46,222.9,17,1,0,5.9,156,12,12.0,0,0,9.79,6.08,0.99,1.0,4.0,10,1.2
140,16,CCCCCCC[N+](C)(CCC)CCCCC,71382092,heptyl-methyl-pentyl-propylazanium,242.46,223.1,17,1,0,5.8,156,12,12.0,0,0,15.35,3.6,1.05,1.0,4.0,10,1.2
141,16,CCCCCCC[N+](C)(CCCC)CCCC,150372540,dibutyl-heptyl-methylazanium,242.46,223.1,17,1,0,5.7,146,12,12.0,0,0,12.26,4.47,1.26,1.0,4.0,10,1.0
144,16,CCCCCCC[N+](CCC)(CCC)CCC,20266119,heptyl(tripropyl)azanium,242.46,221.3,17,1,0,5.8,137,12,12.0,0,0,12.02,2.65,2.09,1.0,5.0,10,1.0
145,16,CCCCCC[N+](C)(CCC)CCCCCC,58935187,dihexyl-methyl-propylazanium,242.46,222.6,17,1,0,5.8,142,12,12.0,0,0,13.83,4.05,1.12,1.0,5.0,10,1.0
146,16,CCCCCC[N+](C)(CCCC)CCCCC,87508904,butyl-hexyl-methyl-pentylazanium,242.46,222.7,17,1,0,5.7,156,12,12.0,0,0,11.81,4.82,1.18,1.0,4.0,10,1.2
147,16,CCCCCC[N+](CC)(CC)CCCCCC,20092195,diethyl(dihexyl)azanium,242.46,221.1,17,1,0,5.7,136,12,12.0,0,0,13.77,3.35,1.31,1.0,4.0,10,1.0
149,16,CCCCCC[N+](CC)(CCCC)CCCC,151792739,dibutyl-ethyl-hexylazanium,242.46,221.4,17,1,0,5.5,146,12,12.0,0,0,9.17,4.18,1.87,1.0,4.0,10,1.0
150,16,CCCCCC[N+](CCC)(CCC)CCCC,23088825,butyl-hexyl-dipropylazanium,242.46,221.0,17,1,0,5.7,148,12,12.0,0,0,9.61,3.17,2.35,1.0,5.0,10,1.0
151,16,CCCCC[N+](C)(CCCCC)CCCCC,13767188,methyl(tripentyl)azanium,242.46,222.7,17,1,0,5.7,127,12,12.0,0,0,10.33,4.85,1.06,1.0,3.0,10,1.0
152,16,CCCCC[N+](CC)(CCCC)CCCCC,118020801,butyl-ethyl-dipentylazanium,242.46,221.1,17,1,0,5.5,144,12,12.0,0,0,8.14,4.58,1.55,1.0,3.0,10,1.0
153,16,CCCCC[N+](CCC)(CCC)CCCCC,85717237,dipentyl(dipropyl)azanium,242.46,221.5,17,1,0,5.7,136,12,12.0,0,0,9.03,3.42,2.42,1.0,4.0,10,1.0
154,16,CCCCC[N+](CCC)(CCCC)CCCC,142514259,dibutyl-pentyl-propylazanium,242.46,221.3,17,1,0,5.5,146,12,12.0,0,0,7.39,3.84,2.66,1.0,4.0,10,1.0
155,16,CCCC[N+](CCCC)(CCCC)CCCC,16028,tetrabutylazanium,242.46,221.0,17,1,0,5.3,116,12,12.0,0,0,6.2,3.63,3.53,1.0,4.0,10,1.0
156,17,CCCCCCCCCCCCCC[N+](C)(C)C,14251,trimethyl(tetradecyl)azanium,256.5,239.1,18,1,0,7.0,157,13,13.0,0,0,37.79,0.93,0.79,1.0,1.0,10,1.4
157,17,CCCCCCCCCCCCC[N+](C)(C)CC,87744372,ethyl-dimethyl-tridecylazanium,256.5,237.7,18,1,0,6.8,163,13,13.0,0,0,34.72,1.09,0.79,1.0,1.0,10,1.4
158,17,CCCCCCCCCCCC[N+](C)(C)CCC,10786192,dodecyl-dimethyl-propylazanium,256.5,237.6,18,1,0,6.8,163,13,13.0,0,0,32.48,1.34,0.8,1.0,2.0,10,1.2
159,17,CCCCCCCCCCCC[N+](C)(CC)CC,14494908,dodecyl-diethyl-methylazanium,256.5,235.6,18,1,0,6.6,161,13,13.0,0,0,20.45,2.55,1.03,1.0,1.0,10,1.2
160,17,CCCCCCCCCCC[N+](C)(C)CCCC,122481735,butyl-dimethyl-undecylazanium,256.5,236.8,18,1,0,6.6,163,13,13.0,0,0,20.83,3.01,1.04,1.0,2.0,10,1.2
161,17,CCCCCCCCCCC[N+](C)(CC)CCC,158020210,ethyl-methyl-propyl-undecylazanium,256.5,236.4,18,1,0,6.6,167,13,13.0,0,0,27.37,1.56,1.01,1.0,2.0,10,1.2
162,17,CCCCCCCCCCC[N+](CC)(CC)CC,11701609,triethyl(undecyl)azanium,256.5,234.5,18,1,0,6.4,153,13,13.0,0,0,26.33,1.29,1.22,1.0,1.0,10,1.2
163,17,CCCCCCCCCC[N+](C)(C)CCCCC,122481312,decyl-dimethyl-pentylazanium,256.5,236.9,18,1,0,6.6,163,13,13.0,0,0,11.23,4.08,0.93,1.0,2.0,10,1.2
165,17,CCCCCCCCCC[N+](C)(CCC)CCC,127262909,decyl-methyl-dipropylazanium,256.5,235.5,18,1,0,6.6,159,13,13.0,0,0,15.58,3.16,1.18,1.0,3.0,10,1.2
166,17,CCCCCCCCCC[N+](CC)(CC)CCC,150914213,decyl-diethyl-propylazanium,256.5,234.4,18,1,0,6.4,161,13,13.0,0,0,21.41,2.06,1.23,1.0,2.0,10,1.2
167,17,CCCCCCCCC[N+](C)(C)CCCCCC,53961664,hexyl-dimethyl-nonylazanium,256.5,237.3,18,1,0,6.6,163,13,13.0,0,0,24.69,1.85,0.84,1.0,3.0,10,1.2
172,17,CCCCCCCC[N+](C)(C)CCCCCCC,53805370,heptyl-dimethyl-octylazanium,256.5,237.8,18,1,0,6.6,163,13,13.0,0,0,24.75,3.25,0.82,1.0,5.0,10,1.2
175,17,CCCCCCCC[N+](C)(CCCC)CCCC,127262900,dibutyl-methyl-octylazanium,256.5,235.8,18,1,0,6.2,157,13,13.0,0,0,15.54,4.23,1.21,1.0,5.0,10,1.2
178,17,CCCCCCCC[N+](CCC)(CCC)CCC,54170758,octyl(tripropyl)azanium,256.5,234.2,18,1,0,6.4,148,13,13.0,0,0,15.0,2.47,2.05,1.0,6.0,10,1.0
180,17,CCCCCCC[N+](C)(CCC)CCCCCC,54058603,heptyl-hexyl-methyl-propylazanium,256.5,235.7,18,1,0,6.4,167,13,13.0,0,0,10.7,6.98,1.21,1.0,5.0,10,1.2
185,17,CCCCCCC[N+](CCC)(CCC)CCCC,151952654,butyl-heptyl-dipropylazanium,256.5,234.2,18,1,0,6.2,159,13,13.0,0,0,12.38,2.89,2.37,1.0,5.0,10,1.0
186,17,CCCCCC[N+](C)(CCCC)CCCCCC,57010389,butyl-dihexyl-methylazanium,256.5,235.4,18,1,0,6.2,153,13,13.0,0,0,13.23,5.07,1.33,1.0,5.0,10,1.2
187,17,CCCCCC[N+](C)(CCCCC)CCCCC,53812961,hexyl-methyl-dipentylazanium,256.5,235.7,18,1,0,6.2,155,13,13.0,0,0,10.57,6.45,0.95,1.0,4.0,10,1.2
191,17,CCCCCC[N+](CCC)(CCCC)CCCC,151583097,dibutyl-hexyl-propylazanium,256.5,234.0,18,1,0,6.0,157,13,13.0,0,0,9.61,3.58,2.07,1.0,5.0,10,1.0
192,17,CCCCC[N+](CC)(CCCCC)CCCCC,14022639,ethyl(tripentyl)azanium,256.5,234.8,18,1,0,6.0,138,13,13.0,0,0,9.44,5.17,2.02,1.0,3.0,10,1.0
193,17,CCCCC[N+](CCC)(CCCC)CCCCC,54574573,butyl-dipentyl-propylazanium,256.5,234.5,18,1,0,6.0,155,13,13.0,0,0,8.79,4.21,2.68,1.0,4.0,10,1.0
194,17,CCCCC[N+](CCCC)(CCCC)CCCC,3528502,tributyl(pentyl)azanium,256.5,234.2,18,1,0,5.8,143,13,13.0,0,0,7.67,3.81,3.38,1.0,4.0,10,1.0
195,18,CCCCCCCCCCCCCCC[N+](C)(C)C,423584,trimethyl(pentadecyl)azanium,270.5,251.8,19,1,0,7.5,169,14,14.0,0,0,42.85,0.91,0.78,1.0,1.0,10,1.4
196,18,CCCCCCCCCCCCCC[N+](C)(C)CC,110474,ethyl-dimethyl-tetradecylazanium,270.5,250.9,19,1,0,7.3,175,14,14.0,0,0,39.81,1.08,0.78,1.0,1.0,10,1.4
197,18,CCCCCCCCCCCCC[N+](C)(C)CCC,159160365,dimethyl-propyl-tridecylazanium,270.5,250.9,19,1,0,7.3,175,14,14.0,0,0,37.28,1.33,0.79,1.0,2.0,10,1.4
199,18,CCCCCCCCCCCC[N+](C)(C)CCCC,407819,butyl-dodecyl-dimethylazanium,270.5,250.6,19,1,0,7.1,175,14,14.0,0,0,34.34,1.77,0.81,1.0,2.0,10,1.2
200,18,CCCCCCCCCCCC[N+](C)(CC)CCC,14494857,dodecyl-ethyl-methyl-propylazanium,270.5,248.6,19,1,0,7.1,179,14,14.0,0,0,18.81,2.93,1.18,1.0,2.0,10,1.2
201,18,CCCCCCCCCCCC[N+](CC)(CC)CC,28940,dodecyl(triethyl)azanium,270.5,247.2,19,1,0,7.0,164,14,14.0,0,0,20.65,2.64,1.2,1.0,1.0,10,1.2
202,18,CCCCCCCCCCC[N+](C)(C)CCCCC,122481535,dimethyl-pentyl-undecylazanium,270.5,250.4,19,1,0,7.1,175,14,14.0,0,0,31.5,2.44,0.8,1.0,2.0,10,1.4
205,18,CCCCCCCCCCC[N+](CC)(CC)CCC,87491732,diethyl-propyl-undecylazanium,270.5,247.3,19,1,0,6.9,173,14,14.0,0,0,25.52,1.97,1.19,1.0,2.0,10,1.2
206,18,CCCCCCCCCC[N+](C)(C)CCCCCC,19369139,decyl-hexyl-dimethylazanium,270.5,250.7,19,1,0,7.1,175,14,14.0,0,0,29.76,2.86,0.81,1.0,3.0,10,1.4
207,18,CCCCCCCCCC[N+](C)(CC)CCCCC,160997003,decyl-ethyl-methyl-pentylazanium,270.5,249.2,19,1,0,6.9,179,14,14.0,0,0,25.96,2.78,0.98,1.0,2.0,10,1.4
210,18,CCCCCCCCCC[N+](CC)(CCC)CCC,152402758,decyl-ethyl-dipropylazanium,270.5,247.4,19,1,0,6.9,171,14,14.0,0,0,21.71,2.28,1.55,1.0,3.0,10,1.2
211,18,CCCCCCCCC[N+](C)(C)CCCCCCC,122481686,heptyl-dimethyl-nonylazanium,270.5,250.9,19,1,0,7.1,175,14,14.0,0,0,28.4,3.44,0.81,1.0,3.0,10,1.4
215,18,CCCCCCCCC[N+](CC)(CC)CCCCC,22408859,diethyl-nonyl-pentylazanium,270.5,247.0,19,1,0,6.8,173,14,14.0,0,0,9.54,4.43,1.23,1.0,2.0,10,1.2
217,18,CCCCCCCCC[N+](CCC)(CCC)CCC,22408878,nonyl(tripropyl)azanium,270.5,247.3,19,1,0,6.9,160,14,14.0,0,0,18.59,2.39,1.99,1.0,4.0,10,1.0
218,18,CCCCCCCC[N+](C)(C)CCCCCCCC,62582,dimethyl(dioctyl)azanium,270.5,250.1,19,1,0,7.1,157,14,14.0,0,0,12.2,8.41,1.03,1.0,6.0,10,1.4
222,18,CCCCCCCC[N+](CC)(CC)CCCCCC,88102340,diethyl-hexyl-octylazanium,270.5,247.3,19,1,0,6.8,173,14,14.0,0,0,12.84,6.53,1.22,1.0,5.0,10,1.4
224,18,CCCCCCCC[N+](CC)(CCCC)CCCC,152181181,dibutyl-ethyl-octylazanium,270.5,247.1,19,1,0,6.6,169,14,14.0,0,0,14.55,3.94,1.79,1.0,5.0,10,1.0
225,18,CCCCCCCC[N+](CCC)(CCC)CCCC,87493375,butyl-octyl-dipropylazanium,270.5,247.3,19,1,0,6.7,171,14,14.0,0,0,15.64,2.99,2.17,1.0,6.0,10,1.0
227,18,CCCCCCC[N+](C)(CCCC)CCCCCC,175529229,butyl-heptyl-hexyl-methylazanium,270.5,248.6,19,1,0,6.7,179,14,14.0,0,0,10.13,4.61,2.89,1.0,5.0,10,1.4
229,18,CCCCCCC[N+](CC)(CC)CCCCCCC,87534239,diethyl(diheptyl)azanium,270.5,247.6,19,1,0,6.8,157,14,14.0,0,0,19.0,3.97,1.23,1.0,4.0,10,1.4
234,18,CCCCCC[N+](C)(CCCCC)CCCCCC,23534989,dihexyl-methyl-pentylazanium,270.5,248.7,19,1,0,6.7,165,14,14.0,0,0,10.67,8.5,1.37,1.0,5.0,10,1.0
237,18,CCCCCC[N+](CCC)(CCC)CCCCCC,23088856,dihexyl(dipropyl)azanium,270.5,246.9,19,1,0,6.7,157,14,14.0,0,0,12.52,4.1,2.22,1.0,6.0,10,1.0
239,18,CCCCCC[N+](CCCC)(CCCC)CCCC,19858518,tributyl(hexyl)azanium,270.5,246.9,19,1,0,6.4,155,14,14.0,0,0,9.44,3.86,3.3,1.0,5.0,10,1.0
240,18,CCCCC[N+](CCC)(CCCCC)CCCCC,14022636,tripentyl(propyl)azanium,270.5,247.7,19,1,0,6.6,150,14,14.0,0,0,9.01,5.55,2.6,1.0,4.0,10,1.0
241,18,CCCCC[N+](CCCC)(CCCC)CCCCC,87534260,dibutyl(dipentyl)azanium,270.5,247.5,19,1,0,6.4,157,14,14.0,0,0,8.81,4.02,3.62,1.0,4.0,10,1.0
242,19,CCCCCCCCCCCCCCCC[N+](C)(C)C,2681,hexadecyl(trimethyl)azanium,284.5,265.1,20,1,0,8.0,181,15,15.0,0,0,47.87,0.93,0.78,1.0,1.0,10,1.6
243,19,CCCCCCCCCCCCCCC[N+](C)(C)CC,2724228,ethyl-dimethyl-pentadecylazanium,284.5,263.6,20,1,0,7.9,186,15,15.0,0,0,45.05,1.05,0.78,1.0,1.0,10,1.4
244,19,CCCCCCCCCCCCCC[N+](C)(C)CCC,19704734,dimethyl-propyl-tetradecylazanium,284.5,263.8,20,1,0,7.8,186,15,15.0,0,0,42.32,1.29,0.78,1.0,2.0,10,1.2
245,19,CCCCCCCCCCCCCC[N+](C)(CC)CC,54500718,diethyl-methyl-tetradecylazanium,284.5,262.4,20,1,0,7.7,184,15,15.0,0,0,40.05,1.23,0.94,1.0,1.0,10,1.4
246,19,CCCCCCCCCCCCC[N+](C)(C)CCCC,53775594,butyl-dimethyl-tridecylazanium,284.5,263.5,20,1,0,7.7,186,15,15.0,0,0,39.09,1.73,0.8,1.0,2.0,10,1.2
248,19,CCCCCCCCCCCCC[N+](CC)(CC)CC,10446619,triethyl(tridecyl)azanium,284.5,260.6,20,1,0,7.5,176,15,15.0,0,0,35.58,1.26,1.19,1.0,1.0,10,1.2
249,19,CCCCCCCCCCCC[N+](C)(C)CCCCC,54510551,dodecyl-dimethyl-pentylazanium,284.5,263.0,20,1,0,7.7,186,15,15.0,0,0,16.32,3.88,0.94,1.0,2.0,10,1.4
250,19,CCCCCCCCCCCC[N+](C)(CC)CCCC,14494864,butyl-dodecyl-ethyl-methylazanium,284.5,261.6,20,1,0,7.5,190,15,15.0,0,0,17.89,3.3,1.15,1.0,2.0,10,1.2
251,19,CCCCCCCCCCCC[N+](C)(CCC)CCC,118583984,dodecyl-methyl-dipropylazanium,284.5,262.0,20,1,0,7.7,182,15,15.0,0,0,31.65,2.23,1.0,1.0,3.0,10,1.2
252,19,CCCCCCCCCCCC[N+](CC)(CC)CCC,14494918,dodecyl-diethyl-propylazanium,284.5,260.5,20,1,0,7.5,184,15,15.0,0,0,30.23,1.93,1.18,1.0,2.0,10,1.2
253,19,CCCCCCCCCCC[N+](C)(C)CCCCCC,19369143,hexyl-dimethyl-undecylazanium,284.5,263.4,20,1,0,7.7,186,15,15.0,0,0,33.82,2.96,0.8,1.0,3.0,10,1.4
256,19,CCCCCCCCCCC[N+](CC)(CC)CCCC,87495438,butyl-diethyl-undecylazanium,284.5,260.3,20,1,0,7.3,184,15,15.0,0,0,24.78,2.89,1.19,1.0,2.0,10,1.4
258,19,CCCCCCCCCC[N+](C)(C)CCCCCCC,87129446,decyl-heptyl-dimethylazanium,284.5,263.1,20,1,0,7.7,186,15,15.0,0,0,11.5,5.44,0.92,1.0,3.0,10,1.4
261,19,CCCCCCCCCC[N+](C)(CCCC)CCCC,13743819,dibutyl-decyl-methylazanium,284.5,261.3,20,1,0,7.3,180,15,15.0,0,0,14.67,3.05,1.95,1.0,3.0,10,1.2
264,19,CCCCCCCCCC[N+](CCC)(CCC)CCC,18778973,decyl(tripropyl)azanium,284.5,260.4,20,1,0,7.5,171,15,15.0,0,0,22.46,2.3,1.93,1.0,4.0,10,1.2
265,19,CCCCCCCCC[N+](C)(C)CCCCCCCC,85623243,dimethyl-nonyl-octylazanium,284.5,263.6,20,1,0,7.7,186,15,15.0,0,0,20.82,7.44,0.92,1.0,4.0,10,1.4
273,19,CCCCCCCC[N+](C)(CC)CCCCCCCC,54567820,ethyl-methyl-dioctylazanium,284.5,261.7,20,1,0,7.5,172,15,15.0,0,0,11.89,8.85,1.29,1.0,6.0,10,1.4
275,19,CCCCCCCC[N+](C)(CCCC)CCCCCC,71382090,butyl-hexyl-methyl-octylazanium,284.5,261.6,20,1,0,7.3,190,15,15.0,0,0,19.01,4.77,1.37,1.0,6.0,10,1.4
277,19,CCCCCCCC[N+](CC)(CC)CCCCCCC,54251353,diethyl-heptyl-octylazanium,284.5,260.5,20,1,0,7.3,184,15,15.0,0,0,13.33,8.33,1.19,1.0,5.0,10,1.4
280,19,CCCCCCCC[N+](CCC)(CCC)CCCCC,87493236,octyl-pentyl-dipropylazanium,284.5,260.1,20,1,0,7.3,182,15,15.0,0,0,12.04,4.7,2.03,1.0,6.0,10,1.2
283,19,CCCCCCC[N+](C)(CCCCC)CCCCCC,175529073,heptyl-hexyl-methyl-pentylazanium,284.5,262.0,20,1,0,7.3,190,15,15.0,0,0,13.32,7.2,1.08,1.0,5.0,10,1.4
289,19,CCCCCCC[N+](CCCC)(CCCC)CCCC,5003685,tributyl(heptyl)azanium,284.5,260.2,20,1,0,6.9,166,15,15.0,0,0,11.94,3.99,3.17,1.0,5.0,10,1.2
290,19,CCCCCC[N+](C)(CCCCCC)CCCCCC,11783458,trihexyl(methyl)azanium,284.5,261.4,20,1,0,7.3,157,15,15.0,0,0,13.07,7.88,1.51,1.0,6.0,10,1.2
294,19,CCCCCC[N+](CCCC)(CCCC)CCCCC,87494935,dibutyl-hexyl-pentylazanium,284.5,260.1,20,1,0,6.9,180,15,15.0,0,0,9.2,5.48,3.17,1.0,5.0,10,1.2
295,19,CCCCC[N+](CCCC)(CCCCC)CCCCC,14022644,butyl(tripentyl)azanium,284.5,260.6,20,1,0,6.9,162,15,15.0,0,0,9.13,5.3,3.46,1.0,4.0,10,1.2
296,20,CCCCCCCCCCCCCCCC[N+](C)(C)CC,31281,ethyl-hexadecyl-dimethylazanium,298.6,,21,1,0,8.4,198,16,,0,0,,,,,,0,
297,20,CCCCCCCCCCCCCCC[N+](C)(C)CCC,175568559,dimethyl-pentadecyl-propylazanium,298.6,,21,1,0,8.4,198,16,,0,0,,,,,,0,
299,20,CCCCCCCCCCCCCC[N+](C)(C)CCCC,13075676,butyl-dimethyl-tetradecylazanium,298.6,,21,1,0,8.2,198,16,,0,0,,,,,,0,
301,20,CCCCCCCCCCCCCC[N+](CC)(CC)CC,28911,triethyl(tetradecyl)azanium,298.6,,21,1,0,8.0,188,16,,0,0,,,,,,0,
302,20,CCCCCCCCCCCCC[N+](C)(C)CCCCC,160884159,dimethyl-pentyl-tridecylazanium,298.6,,21,1,0,8.2,198,16,,0,0,,,,,,0,
306,20,CCCCCCCCCCCC[N+](C)(C)CCCCCC,53898943,dodecyl-hexyl-dimethylazanium,298.6,,21,1,0,8.2,198,16,,0,0,,,,,,0,
309,20,CCCCCCCCCCCC[N+](CC)(CC)CCCC,86108924,butyl-dodecyl-diethylazanium,298.6,,21,1,0,7.8,196,16,,0,0,,,,,,0,
310,20,CCCCCCCCCCCC[N+](CC)(CCC)CCC,54298149,dodecyl-ethyl-dipropylazanium,298.6,,21,1,0,8.0,194,16,,0,0,,,,,,0,
311,20,CCCCCCCCCCC[N+](C)(C)CCCCCCC,122480849,heptyl-dimethyl-undecylazanium,298.6,,21,1,0,8.2,198,16,,0,0,,,,,,0,
317,20,CCCCCCCCCCC[N+](CCC)(CCC)CCC,21869091,tripropyl(undecyl)azanium,298.6,,21,1,0,8.0,183,16,,0,0,,,,,,0,
318,20,CCCCCCCCCC[N+](C)(C)CCCCCCCC,61907,decyl-dimethyl-octylazanium,298.6,,21,1,0,8.2,198,16,,0,0,,,,,,0,
320,20,CCCCCCCCCC[N+](C)(CCC)CCCCCC,139745001,decyl-hexyl-methyl-propylazanium,298.6,,21,1,0,8.0,202,16,,0,0,,,,,,0,
326,20,CCCCCCCCC[N+](C)(C)CCCCCCCCC,19706495,dimethyl-di(nonyl)azanium,298.6,,21,1,0,8.2,178,16,,0,0,,,,,,0,
327,20,CCCCCCCCC[N+](C)(CC)CCCCCCCC,175528867,ethyl-methyl-nonyl-octylazanium,298.6,,21,1,0,8.0,202,16,,0,0,,,,,,0,
336,20,CCCCCCCC[N+](C)(CCC)CCCCCCCC,52936837,methyl-dioctyl-propylazanium,298.6,,21,1,0,8.0,184,16,,0,0,,,,,,0,
339,20,CCCCCCCC[N+](CC)(CC)CCCCCCCC,19602104,diethyl(dioctyl)azanium,298.6,,21,1,0,7.8,178,16,,0,0,,,,,,0,
343,20,CCCCCCCC[N+](CCC)(CCC)CCCCCC,87492278,hexyl-octyl-dipropylazanium,298.6,,21,1,0,7.8,194,16,,0,0,,,,,,0,
344,20,CCCCCCCC[N+](CCC)(CCCC)CCCCC,18317197,butyl-octyl-pentyl-propylazanium,298.6,,21,1,0,7.6,202,16,,0,0,,,,,,0,
345,20,CCCCCCCC[N+](CCCC)(CCCC)CCCC,408233,tributyl(octyl)azanium,298.6,,21,1,0,7.9,178,16,,0,0,,,,,,0,
347,20,CCCCCCC[N+](C)(CCCCCC)CCCCCC,175529579,heptyl-dihexyl-methylazanium,298.6,,21,1,0,7.8,188,16,,0,0,,,,,,0,
350,20,CCCCCCC[N+](CCC)(CCC)CCCCCCC,87534339,diheptyl(dipropyl)azanium,298.6,,21,1,0,7.8,178,16,,0,0,,,,,,0,
354,20,CCCCCC[N+](CC)(CCCCCC)CCCCCC,14022641,ethyl(trihexyl)azanium,298.6,,21,1,0,7.6,169,16,,0,0,,,,,,0,
356,20,CCCCCC[N+](CCCC)(CCCC)CCCCCC,87534272,dibutyl(dihexyl)azanium,298.6,,21,1,0,7.4,178,16,,0,0,,,,,,0,
358,20,CCCCC[N+](CCCCC)(CCCCC)CCCCC,17249,tetrapentylazanium,298.6,,21,1,0,7.4,155,16,,0,0,,,,,,0,
