Index,Num_c,SMILES
001,4,C[N+](C)(C)C
002,5,CC[N+](C)(C)C
003,6,CC(C)[N+](C)(C)C
004,6,CCC[N+](C)(C)C
005,6,CC[N+](C)(C)CC
006,7,CC(C)(C)[N+](C)(C)C
007,7,CC(C)C[N+](C)(C)C
008,7,CCCC[N+](C)(C)C
009,7,CCC[N+](C)(C)CC
010,7,CC[N+](C)(C)C(C)C
011,7,CC[N+](C)(CC)CC
012,8,CC(C)[N+](C)(C)C(C)C
013,8,CCCCC[N+](C)(C)C
014,8,CCCC[N+](C)(C)CC
015,8,CCC[N+](C)(C)C(C)C
016,8,CCC[N+](C)(C)CCC
017,8,CCC[N+](C)(CC)CC
018,8,CC[N+](C)(C)C(C)(C)C
019,8,CC[N+](C)(C)CC(C)C
020,8,CC[N+](C)(CC)C(C)C
021,8,CC[N+](CC)(CC)CC
022,9,CC(C)C[N+](C)(C)C(C)C
023,9,CC(C)[N+](C)(C)C(C)(C)C
024,9,CCCCCC[N+](C)(C)C
025,9,CCCCC[N+](C)(C)CC
026,9,CCCC[N+](C)(C)C(C)C
027,9,CCCC[N+](C)(C)CCC
028,9,CCCC[N+](C)(CC)CC
029,9,CCC[N+](C)(C)C(C)(C)C
030,9,CCC[N+](C)(C)CC(C)C
031,9,CCC[N+](C)(CC)C(C)C
032,9,CCC[N+](C)(CC)CCC
033,9,CCC[N+](CC)(CC)CC
034,9,CC[N+](C)(C(C)C)C(C)C
035,9,CC[N+](C)(CC)C(C)(C)C
036,9,CC[N+](C)(CC)CC(C)C
037,9,CC[N+](CC)(CC)C(C)C
038,10,CC(C)(C)[N+](C)(C)C(C)(C)C
039,10,CC(C)C[N+](C)(C)C(C)(C)C
040,10,CC(C)C[N+](C)(C)CC(C)C
041,10,CC(C)[N+](C)(C(C)C)C(C)C
042,10,CCCCCCC[N+](C)(C)C
043,10,CCCCCC[N+](C)(C)CC
044,10,CCCCC[N+](C)(C)C(C)C
045,10,CCCCC[N+](C)(C)CCC
046,10,CCCCC[N+](C)(CC)CC
047,10,CCCC[N+](C)(C)C(C)(C)C
048,10,CCCC[N+](C)(C)CC(C)C
049,10,CCCC[N+](C)(C)CCCC
050,10,CCCC[N+](C)(CC)C(C)C
051,10,CCCC[N+](C)(CC)CCC
052,10,CCCC[N+](CC)(CC)CC
053,10,CCC[N+](C)(C(C)C)C(C)C
054,10,CCC[N+](C)(CC)C(C)(C)C
055,10,CCC[N+](C)(CC)CC(C)C
056,10,CCC[N+](C)(CCC)C(C)C
057,10,CCC[N+](C)(CCC)CCC
058,10,CCC[N+](CC)(CC)C(C)C
059,10,CCC[N+](CC)(CC)CCC
060,10,CC[N+](C)(C(C)C)C(C)(C)C
061,10,CC[N+](C)(CC(C)C)C(C)C
062,10,CC[N+](CC)(C(C)C)C(C)C
063,10,CC[N+](CC)(CC)C(C)(C)C
064,10,CC[N+](CC)(CC)CC(C)C
065,11,CC(C)C[N+](C)(C(C)C)C(C)C
066,11,CC(C)[N+](C)(C(C)C)C(C)(C)C
067,11,CCCCCCC[N+](C)(C)CC
068,11,CCCCCC[N+](C)(C)C(C)C
069,11,CCCCCC[N+](C)(C)CCC
070,11,CCCCCC[N+](C)(CC)CC
071,11,CCCCC[N+](C)(C)C(C)(C)C
072,11,CCCCC[N+](C)(C)CC(C)C
073,11,CCCCC[N+](C)(C)CCCC
074,11,CCCCC[N+](C)(CC)C(C)C
075,11,CCCCC[N+](C)(CC)CCC
076,11,CCCCC[N+](CC)(CC)CC
077,11,CCCC[N+](C)(C(C)C)C(C)C
078,11,CCCC[N+](C)(CC)C(C)(C)C
079,11,CCCC[N+](C)(CC)CC(C)C
080,11,CCCC[N+](C)(CC)CCCC
081,11,CCCC[N+](C)(CCC)C(C)C
082,11,CCCC[N+](C)(CCC)CCC
083,11,CCCC[N+](CC)(CC)C(C)C
084,11,CCCC[N+](CC)(CC)CCC
085,11,CCC[N+](C)(C(C)C)C(C)(C)C
086,11,CCC[N+](C)(CC(C)C)C(C)C
087,11,CCC[N+](C)(CCC)C(C)(C)C
088,11,CCC[N+](C)(CCC)CC(C)C
089,11,CCC[N+](CC)(C(C)C)C(C)C
090,11,CCC[N+](CC)(CC)C(C)(C)C
091,11,CCC[N+](CC)(CC)CC(C)C
092,11,CCC[N+](CC)(CCC)C(C)C
093,11,CCC[N+](CC)(CCC)CCC
094,11,CC[N+](C(C)C)(C(C)C)C(C)C
095,11,CC[N+](C)(C(C)(C)C)C(C)(C)C
096,11,CC[N+](C)(CC(C)C)C(C)(C)C
097,11,CC[N+](C)(CC(C)C)CC(C)C
098,11,CC[N+](CC)(C(C)C)C(C)(C)C
099,11,CC[N+](CC)(CC(C)C)C(C)C
100,12,CC(C)C[N+](C)(C(C)C)C(C)(C)C
101,12,CC(C)C[N+](C)(CC(C)C)C(C)C
102,12,CC(C)[N+](C(C)C)(C(C)C)C(C)C
103,12,CC(C)[N+](C)(C(C)(C)C)C(C)(C)C
104,12,CCCCCCC[N+](C)(C)C(C)C
105,12,CCCCCCC[N+](C)(C)CCC
106,12,CCCCCCC[N+](C)(CC)CC
107,12,CCCCCC[N+](C)(C)C(C)(C)C
108,12,CCCCCC[N+](C)(C)CC(C)C
109,12,CCCCCC[N+](C)(C)CCCC
110,12,CCCCCC[N+](C)(CC)C(C)C
111,12,CCCCCC[N+](C)(CC)CCC
112,12,CCCCCC[N+](CC)(CC)CC
113,12,CCCCC[N+](C)(C(C)C)C(C)C
114,12,CCCCC[N+](C)(C)CCCCC
115,12,CCCCC[N+](C)(CC)C(C)(C)C
116,12,CCCCC[N+](C)(CC)CC(C)C
117,12,CCCCC[N+](C)(CC)CCCC
118,12,CCCCC[N+](C)(CCC)C(C)C
119,12,CCCCC[N+](C)(CCC)CCC
120,12,CCCCC[N+](CC)(CC)C(C)C
121,12,CCCCC[N+](CC)(CC)CCC
122,12,CCCC[N+](C)(C(C)C)C(C)(C)C
123,12,CCCC[N+](C)(CC(C)C)C(C)C
124,12,CCCC[N+](C)(CCC)C(C)(C)C
125,12,CCCC[N+](C)(CCC)CC(C)C
126,12,CCCC[N+](C)(CCC)CCCC
127,12,CCCC[N+](C)(CCCC)C(C)C
128,12,CCCC[N+](CC)(C(C)C)C(C)C
129,12,CCCC[N+](CC)(CC)C(C)(C)C
130,12,CCCC[N+](CC)(CC)CC(C)C
131,12,CCCC[N+](CC)(CC)CCCC
132,12,CCCC[N+](CC)(CCC)C(C)C
133,12,CCCC[N+](CC)(CCC)CCC
134,12,CCC[N+](C(C)C)(C(C)C)C(C)C
135,12,CCC[N+](C)(C(C)(C)C)C(C)(C)C
136,12,CCC[N+](C)(CC(C)C)C(C)(C)C
137,12,CCC[N+](C)(CC(C)C)CC(C)C
138,12,CCC[N+](CC)(C(C)C)C(C)(C)C
139,12,CCC[N+](CC)(CC(C)C)C(C)C
140,12,CCC[N+](CC)(CCC)C(C)(C)C
141,12,CCC[N+](CC)(CCC)CC(C)C
142,12,CCC[N+](CCC)(C(C)C)C(C)C
143,12,CCC[N+](CCC)(CCC)C(C)C
144,12,CCC[N+](CCC)(CCC)CCC
145,12,CC[N+](C(C)C)(C(C)C)C(C)(C)C
146,12,CC[N+](CC(C)C)(C(C)C)C(C)C
147,12,CC[N+](CC)(C(C)(C)C)C(C)(C)C
148,12,CC[N+](CC)(CC(C)C)C(C)(C)C
149,12,CC[N+](CC)(CC(C)C)CC(C)C
150,13,CC(C)(C)[N+](C)(C(C)(C)C)C(C)(C)C
151,13,CC(C)C[N+](C(C)C)(C(C)C)C(C)C
152,13,CC(C)C[N+](C)(C(C)(C)C)C(C)(C)C
153,13,CC(C)C[N+](C)(CC(C)C)C(C)(C)C
154,13,CC(C)C[N+](C)(CC(C)C)CC(C)C
155,13,CC(C)[N+](C(C)C)(C(C)C)C(C)(C)C
156,13,CCCCCCC[N+](C)(C)C(C)(C)C
157,13,CCCCCCC[N+](C)(C)CC(C)C
158,13,CCCCCCC[N+](C)(C)CCCC
159,13,CCCCCCC[N+](C)(CC)C(C)C
160,13,CCCCCCC[N+](C)(CC)CCC
161,13,CCCCCCC[N+](CC)(CC)CC
162,13,CCCCCC[N+](C)(C(C)C)C(C)C
163,13,CCCCCC[N+](C)(C)CCCCC
164,13,CCCCCC[N+](C)(CC)C(C)(C)C
165,13,CCCCCC[N+](C)(CC)CC(C)C
166,13,CCCCCC[N+](C)(CC)CCCC
167,13,CCCCCC[N+](C)(CCC)C(C)C
168,13,CCCCCC[N+](C)(CCC)CCC
169,13,CCCCCC[N+](CC)(CC)C(C)C
170,13,CCCCCC[N+](CC)(CC)CCC
171,13,CCCCC[N+](C)(C(C)C)C(C)(C)C
172,13,CCCCC[N+](C)(CC(C)C)C(C)C
173,13,CCCCC[N+](C)(CC)CCCCC
174,13,CCCCC[N+](C)(CCC)C(C)(C)C
175,13,CCCCC[N+](C)(CCC)CC(C)C
176,13,CCCCC[N+](C)(CCC)CCCC
177,13,CCCCC[N+](C)(CCCC)C(C)C
178,13,CCCCC[N+](CC)(C(C)C)C(C)C
179,13,CCCCC[N+](CC)(CC)C(C)(C)C
180,13,CCCCC[N+](CC)(CC)CC(C)C
181,13,CCCCC[N+](CC)(CC)CCCC
182,13,CCCCC[N+](CC)(CCC)C(C)C
183,13,CCCCC[N+](CC)(CCC)CCC
184,13,CCCC[N+](C(C)C)(C(C)C)C(C)C
185,13,CCCC[N+](C)(C(C)(C)C)C(C)(C)C
186,13,CCCC[N+](C)(CC(C)C)C(C)(C)C
187,13,CCCC[N+](C)(CC(C)C)CC(C)C
188,13,CCCC[N+](C)(CCCC)C(C)(C)C
189,13,CCCC[N+](C)(CCCC)CC(C)C
190,13,CCCC[N+](C)(CCCC)CCCC
191,13,CCCC[N+](CC)(C(C)C)C(C)(C)C
192,13,CCCC[N+](CC)(CC(C)C)C(C)C
193,13,CCCC[N+](CC)(CCC)C(C)(C)C
194,13,CCCC[N+](CC)(CCC)CC(C)C
195,13,CCCC[N+](CC)(CCC)CCCC
196,13,CCCC[N+](CC)(CCCC)C(C)C
197,13,CCCC[N+](CCC)(C(C)C)C(C)C
198,13,CCCC[N+](CCC)(CCC)C(C)C
199,13,CCCC[N+](CCC)(CCC)CCC
200,13,CCC[N+](C(C)C)(C(C)C)C(C)(C)C
201,13,CCC[N+](CC(C)C)(C(C)C)C(C)C
202,13,CCC[N+](CC)(C(C)(C)C)C(C)(C)C
203,13,CCC[N+](CC)(CC(C)C)C(C)(C)C
204,13,CCC[N+](CC)(CC(C)C)CC(C)C
205,13,CCC[N+](CCC)(C(C)C)C(C)(C)C
206,13,CCC[N+](CCC)(CC(C)C)C(C)C
207,13,CCC[N+](CCC)(CCC)C(C)(C)C
208,13,CCC[N+](CCC)(CCC)CC(C)C
209,13,CC[N+](C(C)C)(C(C)(C)C)C(C)(C)C
210,13,CC[N+](CC(C)C)(C(C)C)C(C)(C)C
211,13,CC[N+](CC(C)C)(CC(C)C)C(C)C
212,14,CC(C)C[N+](C(C)C)(C(C)C)C(C)(C)C
213,14,CC(C)C[N+](CC(C)C)(C(C)C)C(C)C
214,14,CC(C)[N+](C(C)C)(C(C)(C)C)C(C)(C)C
215,14,CCCCCCC[N+](C)(C(C)C)C(C)C
216,14,CCCCCCC[N+](C)(C)CCCCC
217,14,CCCCCCC[N+](C)(CC)C(C)(C)C
218,14,CCCCCCC[N+](C)(CC)CC(C)C
219,14,CCCCCCC[N+](C)(CC)CCCC
220,14,CCCCCCC[N+](C)(CCC)C(C)C
221,14,CCCCCCC[N+](C)(CCC)CCC
222,14,CCCCCCC[N+](CC)(CC)C(C)C
223,14,CCCCCCC[N+](CC)(CC)CCC
224,14,CCCCCC[N+](C)(C(C)C)C(C)(C)C
225,14,CCCCCC[N+](C)(C)CCCCCC
226,14,CCCCCC[N+](C)(CC(C)C)C(C)C
227,14,CCCCCC[N+](C)(CC)CCCCC
228,14,CCCCCC[N+](C)(CCC)C(C)(C)C
229,14,CCCCCC[N+](C)(CCC)CC(C)C
230,14,CCCCCC[N+](C)(CCC)CCCC
231,14,CCCCCC[N+](C)(CCCC)C(C)C
232,14,CCCCCC[N+](CC)(C(C)C)C(C)C
233,14,CCCCCC[N+](CC)(CC)C(C)(C)C
234,14,CCCCCC[N+](CC)(CC)CC(C)C
235,14,CCCCCC[N+](CC)(CC)CCCC
236,14,CCCCCC[N+](CC)(CCC)C(C)C
237,14,CCCCCC[N+](CC)(CCC)CCC
238,14,CCCCC[N+](C(C)C)(C(C)C)C(C)C
239,14,CCCCC[N+](C)(C(C)(C)C)C(C)(C)C
240,14,CCCCC[N+](C)(CC(C)C)C(C)(C)C
241,14,CCCCC[N+](C)(CC(C)C)CC(C)C
242,14,CCCCC[N+](C)(CCC)CCCCC
243,14,CCCCC[N+](C)(CCCC)C(C)(C)C
244,14,CCCCC[N+](C)(CCCC)CC(C)C
245,14,CCCCC[N+](C)(CCCC)CCCC
246,14,CCCCC[N+](C)(CCCCC)C(C)C
247,14,CCCCC[N+](CC)(C(C)C)C(C)(C)C
248,14,CCCCC[N+](CC)(CC(C)C)C(C)C
249,14,CCCCC[N+](CC)(CC)CCCCC
250,14,CCCCC[N+](CC)(CCC)C(C)(C)C
251,14,CCCCC[N+](CC)(CCC)CC(C)C
252,14,CCCCC[N+](CC)(CCC)CCCC
253,14,CCCCC[N+](CC)(CCCC)C(C)C
254,14,CCCCC[N+](CCC)(C(C)C)C(C)C
255,14,CCCCC[N+](CCC)(CCC)C(C)C
256,14,CCCCC[N+](CCC)(CCC)CCC
257,14,CCCC[N+](C(C)C)(C(C)C)C(C)(C)C
258,14,CCCC[N+](CC(C)C)(C(C)C)C(C)C
259,14,CCCC[N+](CC)(C(C)(C)C)C(C)(C)C
260,14,CCCC[N+](CC)(CC(C)C)C(C)(C)C
261,14,CCCC[N+](CC)(CC(C)C)CC(C)C
262,14,CCCC[N+](CC)(CCCC)C(C)(C)C
263,14,CCCC[N+](CC)(CCCC)CC(C)C
264,14,CCCC[N+](CC)(CCCC)CCCC
265,14,CCCC[N+](CCC)(C(C)C)C(C)(C)C
266,14,CCCC[N+](CCC)(CC(C)C)C(C)C
267,14,CCCC[N+](CCC)(CCC)C(C)(C)C
268,14,CCCC[N+](CCC)(CCC)CC(C)C
269,14,CCCC[N+](CCC)(CCC)CCCC
270,14,CCCC[N+](CCC)(CCCC)C(C)C
271,14,CCCC[N+](CCCC)(C(C)C)C(C)C
272,14,CCC[N+](C(C)C)(C(C)(C)C)C(C)(C)C
273,14,CCC[N+](CC(C)C)(C(C)C)C(C)(C)C
274,14,CCC[N+](CC(C)C)(CC(C)C)C(C)C
275,14,CCC[N+](CCC)(C(C)(C)C)C(C)(C)C
276,14,CCC[N+](CCC)(CC(C)C)C(C)(C)C
277,14,CCC[N+](CCC)(CC(C)C)CC(C)C
278,14,CC[N+](C(C)(C)C)(C(C)(C)C)C(C)(C)C
279,14,CC[N+](CC(C)C)(C(C)(C)C)C(C)(C)C
280,14,CC[N+](CC(C)C)(CC(C)C)C(C)(C)C
281,14,CC[N+](CC(C)C)(CC(C)C)CC(C)C
282,15,CC(C)C[N+](C(C)C)(C(C)(C)C)C(C)(C)C
283,15,CC(C)C[N+](CC(C)C)(C(C)C)C(C)(C)C
284,15,CC(C)C[N+](CC(C)C)(CC(C)C)C(C)C
285,15,CC(C)[N+](C(C)(C)C)(C(C)(C)C)C(C)(C)C
286,15,CCCCCCC[N+](C)(C(C)C)C(C)(C)C
287,15,CCCCCCC[N+](C)(C)CCCCCC
288,15,CCCCCCC[N+](C)(CC(C)C)C(C)C
289,15,CCCCCCC[N+](C)(CC)CCCCC
290,15,CCCCCCC[N+](C)(CCC)C(C)(C)C
291,15,CCCCCCC[N+](C)(CCC)CC(C)C
292,15,CCCCCCC[N+](C)(CCC)CCCC
293,15,CCCCCCC[N+](C)(CCCC)C(C)C
294,15,CCCCCCC[N+](CC)(C(C)C)C(C)C
295,15,CCCCCCC[N+](CC)(CC)C(C)(C)C
296,15,CCCCCCC[N+](CC)(CC)CC(C)C
297,15,CCCCCCC[N+](CC)(CC)CCCC
298,15,CCCCCCC[N+](CC)(CCC)C(C)C
299,15,CCCCCCC[N+](CC)(CCC)CCC
300,15,CCCCCC[N+](C(C)C)(C(C)C)C(C)C
301,15,CCCCCC[N+](C)(C(C)(C)C)C(C)(C)C
302,15,CCCCCC[N+](C)(CC(C)C)C(C)(C)C
303,15,CCCCCC[N+](C)(CC(C)C)CC(C)C
304,15,CCCCCC[N+](C)(CC)CCCCCC
305,15,CCCCCC[N+](C)(CCC)CCCCC
306,15,CCCCCC[N+](C)(CCCC)C(C)(C)C
307,15,CCCCCC[N+](C)(CCCC)CC(C)C
308,15,CCCCCC[N+](C)(CCCC)CCCC
309,15,CCCCCC[N+](C)(CCCCC)C(C)C
310,15,CCCCCC[N+](CC)(C(C)C)C(C)(C)C
311,15,CCCCCC[N+](CC)(CC(C)C)C(C)C
312,15,CCCCCC[N+](CC)(CC)CCCCC
313,15,CCCCCC[N+](CC)(CCC)C(C)(C)C
314,15,CCCCCC[N+](CC)(CCC)CC(C)C
315,15,CCCCCC[N+](CC)(CCC)CCCC
316,15,CCCCCC[N+](CC)(CCCC)C(C)C
317,15,CCCCCC[N+](CCC)(C(C)C)C(C)C
318,15,CCCCCC[N+](CCC)(CCC)C(C)C
319,15,CCCCCC[N+](CCC)(CCC)CCC
320,15,CCCCC[N+](C(C)C)(C(C)C)C(C)(C)C
321,15,CCCCC[N+](C)(CCCC)CCCCC
322,15,CCCCC[N+](C)(CCCCC)C(C)(C)C
323,15,CCCCC[N+](C)(CCCCC)CC(C)C
324,15,CCCCC[N+](CC(C)C)(C(C)C)C(C)C
325,15,CCCCC[N+](CC)(C(C)(C)C)C(C)(C)C
326,15,CCCCC[N+](CC)(CC(C)C)C(C)(C)C
327,15,CCCCC[N+](CC)(CC(C)C)CC(C)C
328,15,CCCCC[N+](CC)(CCC)CCCCC
329,15,CCCCC[N+](CC)(CCCC)C(C)(C)C
330,15,CCCCC[N+](CC)(CCCC)CC(C)C
331,15,CCCCC[N+](CC)(CCCC)CCCC
332,15,CCCCC[N+](CC)(CCCCC)C(C)C
333,15,CCCCC[N+](CCC)(C(C)C)C(C)(C)C
334,15,CCCCC[N+](CCC)(CC(C)C)C(C)C
335,15,CCCCC[N+](CCC)(CCC)C(C)(C)C
336,15,CCCCC[N+](CCC)(CCC)CC(C)C
337,15,CCCCC[N+](CCC)(CCC)CCCC
338,15,CCCCC[N+](CCC)(CCCC)C(C)C
339,15,CCCCC[N+](CCCC)(C(C)C)C(C)C
340,15,CCCC[N+](C(C)C)(C(C)(C)C)C(C)(C)C
341,15,CCCC[N+](CC(C)C)(C(C)C)C(C)(C)C
342,15,CCCC[N+](CC(C)C)(CC(C)C)C(C)C
343,15,CCCC[N+](CCC)(C(C)(C)C)C(C)(C)C
344,15,CCCC[N+](CCC)(CC(C)C)C(C)(C)C
345,15,CCCC[N+](CCC)(CC(C)C)CC(C)C
346,15,CCCC[N+](CCC)(CCCC)C(C)(C)C
347,15,CCCC[N+](CCC)(CCCC)CC(C)C
348,15,CCCC[N+](CCC)(CCCC)CCCC
349,15,CCCC[N+](CCCC)(C(C)C)C(C)(C)C
350,15,CCCC[N+](CCCC)(CC(C)C)C(C)C
351,15,CCCC[N+](CCCC)(CCCC)C(C)C
352,15,CCC[N+](C(C)(C)C)(C(C)(C)C)C(C)(C)C
353,15,CCC[N+](CC(C)C)(C(C)(C)C)C(C)(C)C
354,15,CCC[N+](CC(C)C)(CC(C)C)C(C)(C)C
355,15,CCC[N+](CC(C)C)(CC(C)C)CC(C)C
356,16,CC(C)(C)[N+](C(C)(C)C)(C(C)(C)C)C(C)(C)C
357,16,CC(C)C[N+](C(C)(C)C)(C(C)(C)C)C(C)(C)C
358,16,CC(C)C[N+](CC(C)C)(C(C)(C)C)C(C)(C)C
359,16,CC(C)C[N+](CC(C)C)(CC(C)C)C(C)(C)C
360,16,CC(C)C[N+](CC(C)C)(CC(C)C)CC(C)C
361,16,CCCCCCC[N+](C(C)C)(C(C)C)C(C)C
362,16,CCCCCCC[N+](C)(C(C)(C)C)C(C)(C)C
363,16,CCCCCCC[N+](C)(C)CCCCCCC
364,16,CCCCCCC[N+](C)(CC(C)C)C(C)(C)C
365,16,CCCCCCC[N+](C)(CC(C)C)CC(C)C
366,16,CCCCCCC[N+](C)(CC)CCCCCC
367,16,CCCCCCC[N+](C)(CCC)CCCCC
368,16,CCCCCCC[N+](C)(CCCC)C(C)(C)C
369,16,CCCCCCC[N+](C)(CCCC)CC(C)C
370,16,CCCCCCC[N+](C)(CCCC)CCCC
371,16,CCCCCCC[N+](C)(CCCCC)C(C)C
372,16,CCCCCCC[N+](CC)(C(C)C)C(C)(C)C
373,16,CCCCCCC[N+](CC)(CC(C)C)C(C)C
374,16,CCCCCCC[N+](CC)(CC)CCCCC
375,16,CCCCCCC[N+](CC)(CCC)C(C)(C)C
376,16,CCCCCCC[N+](CC)(CCC)CC(C)C
377,16,CCCCCCC[N+](CC)(CCC)CCCC
378,16,CCCCCCC[N+](CC)(CCCC)C(C)C
379,16,CCCCCCC[N+](CCC)(C(C)C)C(C)C
380,16,CCCCCCC[N+](CCC)(CCC)C(C)C
381,16,CCCCCCC[N+](CCC)(CCC)CCC
382,16,CCCCCC[N+](C(C)C)(C(C)C)C(C)(C)C
383,16,CCCCCC[N+](C)(CCC)CCCCCC
384,16,CCCCCC[N+](C)(CCCC)CCCCC
385,16,CCCCCC[N+](C)(CCCCC)C(C)(C)C
386,16,CCCCCC[N+](C)(CCCCC)CC(C)C
387,16,CCCCCC[N+](C)(CCCCCC)C(C)C
388,16,CCCCCC[N+](CC(C)C)(C(C)C)C(C)C
389,16,CCCCCC[N+](CC)(C(C)(C)C)C(C)(C)C
390,16,CCCCCC[N+](CC)(CC(C)C)C(C)(C)C
391,16,CCCCCC[N+](CC)(CC(C)C)CC(C)C
392,16,CCCCCC[N+](CC)(CC)CCCCCC
393,16,CCCCCC[N+](CC)(CCC)CCCCC
394,16,CCCCCC[N+](CC)(CCCC)C(C)(C)C
395,16,CCCCCC[N+](CC)(CCCC)CC(C)C
396,16,CCCCCC[N+](CC)(CCCC)CCCC
397,16,CCCCCC[N+](CC)(CCCCC)C(C)C
398,16,CCCCCC[N+](CCC)(C(C)C)C(C)(C)C
399,16,CCCCCC[N+](CCC)(CC(C)C)C(C)C
400,16,CCCCCC[N+](CCC)(CCC)C(C)(C)C
401,16,CCCCCC[N+](CCC)(CCC)CC(C)C
402,16,CCCCCC[N+](CCC)(CCC)CCCC
403,16,CCCCCC[N+](CCC)(CCCC)C(C)C
404,16,CCCCCC[N+](CCCC)(C(C)C)C(C)C
405,16,CCCCC[N+](C(C)C)(C(C)(C)C)C(C)(C)C
406,16,CCCCC[N+](C)(CCCCC)CCCCC
407,16,CCCCC[N+](CC(C)C)(C(C)C)C(C)(C)C
408,16,CCCCC[N+](CC(C)C)(CC(C)C)C(C)C
409,16,CCCCC[N+](CC)(CCCC)CCCCC
410,16,CCCCC[N+](CC)(CCCCC)C(C)(C)C
411,16,CCCCC[N+](CC)(CCCCC)CC(C)C
412,16,CCCCC[N+](CCC)(C(C)(C)C)C(C)(C)C
413,16,CCCCC[N+](CCC)(CC(C)C)C(C)(C)C
414,16,CCCCC[N+](CCC)(CC(C)C)CC(C)C
415,16,CCCCC[N+](CCC)(CCC)CCCCC
416,16,CCCCC[N+](CCC)(CCCC)C(C)(C)C
417,16,CCCCC[N+](CCC)(CCCC)CC(C)C
418,16,CCCCC[N+](CCC)(CCCC)CCCC
419,16,CCCCC[N+](CCC)(CCCCC)C(C)C
420,16,CCCCC[N+](CCCC)(C(C)C)C(C)(C)C
421,16,CCCCC[N+](CCCC)(CC(C)C)C(C)C
422,16,CCCCC[N+](CCCC)(CCCC)C(C)C
423,16,CCCCC[N+](CCCCC)(C(C)C)C(C)C
424,16,CCCC[N+](C(C)(C)C)(C(C)(C)C)C(C)(C)C
425,16,CCCC[N+](CC(C)C)(C(C)(C)C)C(C)(C)C
426,16,CCCC[N+](CC(C)C)(CC(C)C)C(C)(C)C
427,16,CCCC[N+](CC(C)C)(CC(C)C)CC(C)C
428,16,CCCC[N+](CCCC)(C(C)(C)C)C(C)(C)C
429,16,CCCC[N+](CCCC)(CC(C)C)C(C)(C)C
430,16,CCCC[N+](CCCC)(CC(C)C)CC(C)C
431,16,CCCC[N+](CCCC)(CCCC)C(C)(C)C
432,16,CCCC[N+](CCCC)(CCCC)CC(C)C
433,16,CCCC[N+](CCCC)(CCCC)CCCC
